-10.000,11.230
-9.980,8.857
-9.960,7.057
-9.940,5.671
-9.920,4.590
-9.900,3.736
-9.880,3.056
-9.860,2.509
-9.840,2.065
-9.820,1.703
-9.800,1.405
-9.780,1.159
-9.760,0.955
-9.740,0.785
-9.720,0.642
-9.700,0.523
-9.680,0.423
-9.660,0.340
-9.640,0.269
-9.620,0.211
-9.600,0.162
-9.580,0.122
-9.560,0.089
-9.540,0.062
-9.520,0.041
-9.499,0.025
-9.479,0.013
-9.459,0.005
-9.439,0.001
-9.419,0.000
-9.399,0.003
-9.379,0.008
-9.359,0.016
-9.339,0.027
-9.319,0.042
-9.299,0.059
-9.279,0.079
-9.259,0.102
-9.239,0.129
-9.219,0.160
-9.199,0.195
-9.179,0.235
-9.159,0.280
-9.139,0.331
-9.119,0.389
-9.099,0.455
-9.079,0.532
-9.059,0.619
-9.039,0.720
-9.019,0.838
-8.999,0.976
-8.979,1.138
-8.959,1.330
-8.939,1.559
-8.919,1.836
-8.899,2.174
-8.879,2.591
-8.859,3.110
-8.839,3.767
-8.819,4.612
-8.799,5.718
-8.779,7.195
-8.759,9.217
-8.739,12.063
-8.719,16.210
-8.699,22.506
-8.679,32.572
-8.659,49.751
-8.639,81.713
-8.619,148.629
-8.599,314.926
-8.579,856.856
-8.559,3754.332
-8.539,57009.298
-8.519,580775724.092
-8.498,15782.316
-8.478,770.952
-8.458,94.863
-8.438,14.643
-8.418,1.747
-8.398,0.010
-8.378,0.306
-8.358,0.843
-8.338,1.274
-8.318,1.564
-8.298,1.740
-8.278,1.835
-8.258,1.876
-8.238,1.880
-8.218,1.860
-8.198,1.826
-8.178,1.782
-8.158,1.732
-8.138,1.679
-8.118,1.625
-8.098,1.571
-8.078,1.517
-8.058,1.464
-8.038,1.413
-8.018,1.363
-7.998,1.314
-7.978,1.267
-7.958,1.221
-7.938,1.176
-7.918,1.132
-7.898,1.090
-7.878,1.048
-7.858,1.008
-7.838,0.968
-7.818,0.929
-7.798,0.891
-7.778,0.853
-7.758,0.815
-7.738,0.779
-7.718,0.742
-7.698,0.707
-7.678,0.671
-7.658,0.636
-7.638,0.602
-7.618,0.567
-7.598,0.534
-7.578,0.500
-7.558,0.468
-7.538,0.435
-7.518,0.404
-7.497,0.372
-7.477,0.342
-7.457,0.312
-7.437,0.283
-7.417,0.256
-7.397,0.229
-7.377,0.203
-7.357,0.178
-7.337,0.154
-7.317,0.132
-7.297,0.112
-7.277,0.092
-7.257,0.075
-7.237,0.059
-7.217,0.045
-7.197,0.033
-7.177,0.022
-7.157,0.014
-7.137,0.007
-7.117,0.003
-7.097,0.001
-7.077,0.000
-7.057,0.001
-7.037,0.005
-7.017,0.010
-6.997,0.017
-6.977,0.025
-6.957,0.034
-6.937,0.045
-6.917,0.057
-6.897,0.070
-6.877,0.083
-6.857,0.096
-6.837,0.109
-6.817,0.122
-6.797,0.134
-6.777,0.146
-6.757,0.156
-6.737,0.165
-6.717,0.172
-6.697,0.177
-6.677,0.181
-6.657,0.182
-6.637,0.181
-6.617,0.178
-6.597,0.172
-6.577,0.165
-6.557,0.155
-6.537,0.144
-6.517,0.131
-6.496,0.117
-6.476,0.102
-6.456,0.087
-6.436,0.072
-6.416,0.057
-6.396,0.043
-6.376,0.030
-6.356,0.019
-6.336,0.011
-6.316,0.004
-6.296,0.001
-6.276,0.000
-6.256,0.003
-6.236,0.009
-6.216,0.019
-6.196,0.032
-6.176,0.048
-6.156,0.068
-6.136,0.091
-6.116,0.117
-6.096,0.146
-6.076,0.177
-6.056,0.209
-6.036,0.244
-6.016,0.280
-5.996,0.316
-5.976,0.354
-5.956,0.391
-5.936,0.429
-5.916,0.466
-5.896,0.502
-5.876,0.538
-5.856,0.572
-5.836,0.605
-5.816,0.637
-5.796,0.667
-5.776,0.695
